product_id,Carat ,Colour,Clarity,Shape,Cut ,Symmetry ,Polish ,Floresc,Cert_No ,Grading ,Price,Category,Image,Title,Description,Focus_Keyword,SEO_Title,Meta_Description,View
,0.19,F ,VS2 ,Marquise ,,,,,190410764/125444 ,EGL ,3000,Loose Diamonds,Marquise -01.png,0.19ct F  VS2  Marquise  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.19ct,0.19ct F  VS2  Marquise  Cut Diamond | The Diamond Shoppe | South Africa,0.19ct F  VS2  Marquise  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.21,F ,VS2 ,Oval ,,,,,200110573/128660 ,EGL ,3800,Loose Diamonds,Oval -01.png,0.21ct F  VS2  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.21ct,0.21ct F  VS2  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.21ct F  VS2  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.33,F ,VS2 ,Oval ,,,,,191110965/128139 ,EGL ,8000,Loose Diamonds,Oval -01.png,0.33ct F  VS2  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.33ct,0.33ct F  VS2  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.33ct F  VS2  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.44,FAINT  PINK ,I1 ,Radiant ,,Good,Very Good,,2356716035,GIA ,35300,Loose Diamonds,Radiant -01.png,0.44ct FAINT  PINK  I1  Radiant  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.44ct,0.44ct FAINT  PINK  I1  Radiant  Cut Diamond | The Diamond Shoppe | South Africa,0.44ct FAINT  PINK  I1  Radiant  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.36,FDBGY ,VS1 ,Cushion ,,Good,Very Good,None,6183293621,GIA ,9000,Loose Diamonds,Cushion -01.png,0.36ct FDBGY  VS1  Cushion  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.36ct,0.36ct FDBGY  VS1  Cushion  Cut Diamond | The Diamond Shoppe | South Africa,0.36ct FDBGY  VS1  Cushion  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.47,FDBOY ,SI2 ,Radiant ,,Good,Excellent,None,5192895919,GIA ,21000,Loose Diamonds,Radiant -01.png,0.47ct FDBOY  SI2  Radiant  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.47ct,0.47ct FDBOY  SI2  Radiant  Cut Diamond | The Diamond Shoppe | South Africa,0.47ct FDBOY  SI2  Radiant  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.79,FDBYO ,SI1 ,Emerald ,,Good,Good,,5151700776,GIA ,28200,Loose Diamonds,Emerald -01.png,0.79ct FDBYO  SI1  Emerald  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.79ct,0.79ct FDBYO  SI1  Emerald  Cut Diamond | The Diamond Shoppe | South Africa,0.79ct FDBYO  SI1  Emerald  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.23,FIOY ,I2 ,Round ,Very Good,,,,191110942/128140 ,EGL ,3500,Loose Diamonds,Round -01.png,0.23ct FIOY  I2  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.23ct,0.23ct FIOY  I2  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.23ct FIOY  I2  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.15,FIOY ,SI1 ,Round ,Excellent,,,,191110933/128140 ,EGL ,2300,Loose Diamonds,Round -01.png,0.15ct FIOY  SI1  Round  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.15ct,0.15ct FIOY  SI1  Round  Cut Diamond | The Diamond Shoppe | South Africa,0.15ct FIOY  SI1  Round  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.09,FIY ,I3 ,Radiant ,,Good,Very Good,None,2191879982,GIA ,116600,Loose Diamonds,Radiant -01.png,1.09ct FIY  I3  Radiant  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.09ct,1.09ct FIY  I3  Radiant  Cut Diamond | The Diamond Shoppe | South Africa,1.09ct FIY  I3  Radiant  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.15,FIY ,VS1 ,Oval ,,Good,Excellent,Faint,1206927953,GIA ,143500,Loose Diamonds,Oval -01.png,1.15ct FIY  VS1  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.15ct,1.15ct FIY  VS1  Oval  Cut Diamond | The Diamond Shoppe | South Africa,1.15ct FIY  VS1  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.29,FIY-G ,SI3 ,Cushion ,,,,,200111444/128875 ,EGL ,87400,Loose Diamonds,Cushion -01.png,1.29ct FIY-G  SI3  Cushion  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.29ct,1.29ct FIY-G  SI3  Cushion  Cut Diamond | The Diamond Shoppe | South Africa,1.29ct FIY-G  SI3  Cushion  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,2.12,FLY ,I2 ,CMB ,,Very Good,Excellent,Medium,6262587687,GIA ,152500,Loose Diamonds,CMB -01.png,2.12ct FLY  I2  CMB  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,2.12ct,2.12ct FLY  I2  CMB  Cut Diamond | The Diamond Shoppe | South Africa,2.12ct FLY  I2  CMB  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.48,FVY ,VS1 ,Radiant ,,Very Good,Very Good,None,6204261109,GIA ,32600,Loose Diamonds,Radiant -01.png,0.48ct FVY  VS1  Radiant  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.48ct,0.48ct FVY  VS1  Radiant  Cut Diamond | The Diamond Shoppe | South Africa,0.48ct FVY  VS1  Radiant  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,1.26,FY ,I1 ,Cushion ,,Very Good,Very Good,None,2191711323,GIA ,112300,Loose Diamonds,Cushion -01.png,1.26ct FY  I1  Cushion  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,1.26ct,1.26ct FY  I1  Cushion  Cut Diamond | The Diamond Shoppe | South Africa,1.26ct FY  I1  Cushion  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
,0.66,FY ,I1 ,Oval ,,,,,200111441/128875 ,EGL ,25900,Loose Diamonds,Oval -01.png,0.66ct FY  I1  Oval  Cut,All of our diamonds are certified by either GIA or EGL South Africa. We use these certificates because both laboratories are industry leaders in diamond grading. Our stones are also cut from locally sourced rough diamonds. The rough diamonds are cut and polished to the highest standard in our very own world class diamond cutting factory - this means you are guaranteed that your diamond is not second hand or imported. Free shipping in South Africa. ,0.66ct,0.66ct FY  I1  Oval  Cut Diamond | The Diamond Shoppe | South Africa,0.66ct FY  I1  Oval  Cut| Premium Quality Loose Diamonds cut and polished to perfection in our state-of-the-art factory in Cape Town.,View
